CD_MUN,lat,long,Município,UF,População 2022,GRUPO,TEXTO
1301654,-72.844588,-7.229781,Guajará,AM,13.815,C,"A população de Guajará (AM) é 4,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2409803,-35.224518,-6.465248,Pedro Velho,RN,13.824,C,"A população de Pedro Velho (RN) é 4,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2105351,-45.678149,-5.185123,Itaipava do Grajaú,MA,13.828,C,"A população de Itaipava do Grajaú (MA) é 4,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2706448,-35.593681,-9.435541,Paripueira,AL,13.835,C,"A população de Paripueira (AL) é 4,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2612307,-36.738946,-8.9916,Saloá,PE,13.836,C,"A população de Saloá (PE) é 4,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2903003,-42.109493,-11.950019,Barra do Mendes,BA,13.836,C,"A população de Barra do Mendes (BA) é 4,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3200300,-40.827056,-20.5639,Alfredo Chaves,ES,13.836,C,"A população de Alfredo Chaves (ES) é 4,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2611408,-35.390929,-8.326939,Primavera,PE,13.838,C,"A população de Primavera (PE) é 4,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2612455,-40.302304,-8.291219,Santa Cruz,PE,13.841,C,"A população de Santa Cruz (PE) é 4,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2926509,-38.37912,-10.971822,Ribeira do Amparo,BA,13.841,C,"A população de Ribeira do Amparo (BA) é 4,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3132206,-44.531815,-20.371926,Itaguara,MG,13.846,C,"A população de Itaguara (MG) é 4,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3300936,-41.650904,-22.195953,Carapebus,RJ,13.847,C,"A população de Carapebus (RJ) é 4,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2801504,-36.966071,-10.664602,Carmópolis,SE,13.853,C,"A população de Carmópolis (SE) é 4,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2311900,-39.88861,-6.484327,Saboeiro,CE,13.854,C,"A população de Saboeiro (CE) é 4,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2920403,-40.547598,-14.050875,Manoel Vitorino,BA,13.860,C,"A população de Manoel Vitorino (BA) é 4,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2912509,-42.359693,-12.859347,Ibipitanga,BA,13.863,C,"A população de Ibipitanga (BA) é 4,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2615508,-35.161112,-7.759842,Tracunhaém,PE,13.867,C,"A população de Tracunhaém (PE) é 4,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2210805,-42.021393,-7.798909,Simplício Mendes,PI,13.870,C,"A população de Simplício Mendes (PI) é 4,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3104304,-46.142272,-21.35602,Areado,MG,13.881,C,"A população de Areado (MG) é 4,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2205409,-42.082501,-3.539616,Joaquim Pires,PI,13.886,C,"A população de Joaquim Pires (PI) é 4,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3136009,-41.015379,-16.770727,Joaíma,MG,13.888,C,"A população de Joaíma (MG) é 4,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2928059,-39.244959,-15.448214,Santa Luzia,BA,13.896,C,"A população de Santa Luzia (BA) é 4,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2509404,-35.497066,-7.294808,Mogeiro,PB,13.899,C,"A população de Mogeiro (PB) é 4,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3127800,-42.994004,-16.463903,Grão Mogol,MG,13.901,C,"A população de Grão Mogol (MG) é 4,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4317806,-53.755815,-27.903081,Santo Augusto,RS,13.902,C,"A população de Santo Augusto (RS) é 4,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4100608,-52.323577,-23.076094,Alto Paraná,PR,13.909,C,"A população de Alto Paraná (PR) é 4,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3102001,-46.153605,-21.225215,Alterosa,MG,13.915,C,"A população de Alterosa (MG) é 4,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2920452,-44.108366,-11.12809,Mansidão,BA,13.919,C,"A população de Mansidão (BA) é 4,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3146909,-44.691332,-19.376478,Papagaios,MG,13.920,C,"A população de Papagaios (MG) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1400159,-60.100611,2.787662,Bonfim,RR,13.923,C,"A população de Bonfim (RR) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1400027,-62.437022,3.732902,Amajari,RR,13.927,C,"A população de Amajari (RR) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3100302,-42.442634,-20.273172,Abre Campo,MG,13.927,C,"A população de Abre Campo (MG) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4122156,-52.608523,-25.546612,Rio Bonito do Iguaçu,PR,13.929,C,"A população de Rio Bonito do Iguaçu (PR) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2104602,-44.095603,-5.366801,Governador Eugênio Barros,MA,13.930,C,"A população de Governador Eugênio Barros (MA) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2912301,-39.863785,-14.641894,Ibicuí,BA,13.934,C,"A população de Ibicuí (BA) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2902005,-41.374548,-14.371226,Aracatu,BA,13.936,C,"A população de Aracatu (BA) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2110278,-43.184093,-2.623225,Santo Amaro do Maranhão,MA,13.949,C,"A população de Santo Amaro do Maranhão (MA) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2924207,-37.94068,-10.06218,Pedro Alexandre,BA,13.954,C,"A população de Pedro Alexandre (BA) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1504976,-49.230771,-4.98107,Nova Ipixuna,PA,13.955,C,"A população de Nova Ipixuna (PA) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2700201,-36.313516,-9.662968,Anadia,AL,13.966,C,"A população de Anadia (AL) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5208400,-49.066023,-16.515009,Goianápolis,GO,13.967,C,"A população de Goianápolis (GO) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2516102,-36.370601,-7.100386,Soledade,PB,13.968,C,"A população de Soledade (PB) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2105153,-45.123829,-3.656466,Igarapé do Meio,MA,13.974,C,"A população de Igarapé do Meio (MA) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3546009,-45.863298,-23.426395,Santa Branca,SP,13.975,C,"A população de Santa Branca (SP) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2405603,-37.285885,-6.334491,Jardim de Piranhas,RN,13.977,C,"A população de Jardim de Piranhas (RN) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2106805,-44.843271,-2.058695,Mirinzal,MA,13.978,C,"A população de Mirinzal (MA) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3106903,-43.104802,-21.731512,Bicas,MG,13.978,C,"A população de Bicas (MG) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3125705,-44.958192,-18.703089,Felixlândia,MG,13.978,C,"A população de Felixlândia (MG) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1400407,-60.065434,3.878879,Normandia,RR,13.986,C,"A população de Normandia (RR) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2909109,-44.376294,-13.81434,Coribe,BA,13.990,C,"A população de Coribe (BA) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2909703,-44.258845,-12.193995,Cristópolis,BA,13.993,C,"A população de Cristópolis (BA) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2306009,-38.33824,-5.777911,Iracema,CE,14.001,C,"A população de Iracema (CE) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3112000,-45.279578,-20.748496,Candeias,MG,14.001,C,"A população de Candeias (MG) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3140506,-45.190479,-19.412279,Martinho Campos,MG,14.003,C,"A população de Martinho Campos (MG) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1720903,-46.565685,-12.387322,Taguatinga,TO,14.011,C,"A população de Taguatinga (TO) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2612703,-35.882897,-7.824748,Santa Maria do Cambucá,PE,14.013,C,"A população de Santa Maria do Cambucá (PE) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3545605,-48.81902,-21.31779,Santa Adélia,SP,14.018,C,"A população de Santa Adélia (SP) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2608057,-38.213788,-9.207755,Jatobá,PE,14.020,C,"A população de Jatobá (PE) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1200013,-66.950168,-9.933935,Acrelândia,AC,14.021,C,"A população de Acrelândia (AC) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4122008,-50.792626,-25.720882,Rio Azul,PR,14.025,C,"A população de Rio Azul (PR) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2300150,-38.662125,-4.216832,Acarape,CE,14.027,C,"A população de Acarape (CE) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1502764,-51.221037,-8.458172,Cumaru do Norte,PA,14.036,C,"A população de Cumaru do Norte (PA) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3101003,-41.521511,-15.683155,Águas Vermelhas,MG,14.037,C,"A população de Águas Vermelhas (MG) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5220009,-47.42289,-14.485841,São João d'Aliança,GO,14.041,C,"A população de São João d'Aliança (GO) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1716505,-48.034211,-9.226904,Pedro Afonso,TO,14.055,C,"A população de Pedro Afonso (TO) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3142700,-44.501535,-14.473191,Montalvânia,MG,14.060,C,"A população de Montalvânia (MG) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2516508,-36.830701,-7.220845,Taperoá,PB,14.068,C,"A população de Taperoá (PB) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4123808,-53.42304,-25.783583,Santa Izabel do Oeste,PR,14.070,C,"A população de Santa Izabel do Oeste (PR) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3302056,-41.653831,-21.423909,Italva,RJ,14.073,C,"A população de Italva (RJ) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2300408,-40.298585,-6.605147,Aiuaba,CE,14.076,C,"A população de Aiuaba (CE) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2608701,-35.895584,-8.682366,Lagoa dos Gatos,PE,14.076,C,"A população de Lagoa dos Gatos (PE) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3203130,-40.436886,-19.715377,João Neiva,ES,14.079,C,"A população de João Neiva (ES) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3522802,-49.458491,-23.672949,Itaporanga,SP,14.085,C,"A população de Itaporanga (SP) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3556107,-50.101741,-20.420531,Valentim Gentil,SP,14.098,C,"A população de Valentim Gentil (SP) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2516607,-37.892102,-7.599829,Tavares,PB,14.101,C,"A população de Tavares (PB) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2918753,-42.219603,-14.047295,Lagoa Real,BA,14.105,C,"A população de Lagoa Real (BA) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3112703,-43.66466,-16.136242,Capitão Enéas,MG,14.108,C,"A população de Capitão Enéas (MG) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1502855,-55.113491,-1.845743,Curuá,PA,14.117,C,"A população de Curuá (PA) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3140803,-43.308003,-21.871029,Matias Barbosa,MG,14.121,C,"A população de Matias Barbosa (MG) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2308351,-39.171137,-5.640821,Milhã,CE,14.123,C,"A população de Milhã (CE) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2404705,-36.802684,-5.5382,Ipanguaçu,RN,14.131,C,"A população de Ipanguaçu (RN) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3104601,-42.879319,-21.315494,Astolfo Dutra,MG,14.138,C,"A população de Astolfo Dutra (MG) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2509206,-35.755963,-7.200758,Massaranduba,PB,14.139,C,"A população de Massaranduba (PB) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4110508,-50.588775,-24.992646,Ipiranga,PR,14.142,C,"A população de Ipiranga (PR) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2300705,-38.240878,-5.516161,Alto Santo,CE,14.155,C,"A população de Alto Santo (CE) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1303601,-65.521329,-0.318364,Santa Isabel do Rio Negro,AM,14.164,C,"A população de Santa Isabel do Rio Negro (AM) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2609303,-38.736063,-8.157508,Mirandiba,PE,14.166,C,"A população de Mirandiba (PE) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4216701,-53.533736,-26.480851,São José do Cedro,SC,14.167,C,"A população de São José do Cedro (SC) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2107209,-43.812937,-3.428829,Nina Rodrigues,MA,14.176,C,"A população de Nina Rodrigues (MA) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2308377,-39.908624,-3.560571,Miraíma,CE,14.196,C,"A população de Miraíma (CE) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2900355,-38.037637,-10.562272,Adustina,BA,14.201,C,"A população de Adustina (BA) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2901601,-38.294125,-10.407123,Antas,BA,14.206,C,"A população de Antas (BA) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3110301,-46.363711,-21.890803,Caldas,MG,14.217,C,"A população de Caldas (MG) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3507407,-49.071991,-21.610777,Borborema,SP,14.226,C,"A população de Borborema (SP) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4320701,-53.026006,-29.40557,Sobradinho,RS,14.226,C,"A população de Sobradinho (RS) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4127965,-51.48047,-25.011945,Turvo,PR,14.231,C,"A população de Turvo (PR) é 4,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3156809,-43.063516,-18.650898,Sabinópolis,MG,14.240,C,"A população de Sabinópolis (MG) é 4,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4114500,-51.640405,-24.489322,Manoel Ribas,PR,14.240,C,"A população de Manoel Ribas (PR) é 4,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3108909,-45.627927,-22.49117,Brazópolis,MG,14.246,C,"A população de Brazópolis (MG) é 4,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3139904,-45.313539,-22.32247,Maria da Fé,MG,14.247,C,"A população de Maria da Fé (MG) é 4,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4110078,-50.741911,-24.438482,Imbaú,PR,14.249,C,"A população de Imbaú (PR) é 4,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2512408,-35.96164,-7.14875,Puxinanã,PB,14.277,C,"A população de Puxinanã (PB) é 4,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5003157,-55.383082,-23.34773,Coronel Sapucaia,MS,14.289,C,"A população de Coronel Sapucaia (MS) é 4,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2110302,-44.481161,-4.826408,Santo Antônio dos Lopes,MA,14.304,C,"A população de Santo Antônio dos Lopes (MA) é 4,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2107357,-45.955277,-2.896042,Nova Olinda do Maranhão,MA,14.314,C,"A população de Nova Olinda do Maranhão (MA) é 4,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2804201,-37.616069,-10.064479,Monte Alegre de Sergipe,SE,14.336,C,"A população de Monte Alegre de Sergipe (SE) é 4,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2111532,-48.36898,-5.133524,São Pedro da Água Branca,MA,14.338,C,"A população de São Pedro da Água Branca (MA) é 4,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2210706,-40.741732,-7.67098,Simões,PI,14.350,C,"A população de Simões (PI) é 4,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2918308,-39.86666,-13.957972,Jitaúna,BA,14.355,C,"A população de Jitaúna (BA) é 4,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5108006,-56.531764,-12.568009,Tapurah,MT,14.370,C,"A população de Tapurah (MT) é 4,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4119806,-53.70777,-25.737234,Planalto,PR,14.374,C,"A população de Planalto (PR) é 4,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4209607,-49.451932,-28.384585,Lauro Müller,SC,14.381,C,"A população de Lauro Müller (SC) é 4,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3137007,-41.822553,-17.626403,Ladainha,MG,14.383,C,"A população de Ladainha (MG) é 4,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2103752,-47.300453,-5.598713,Davinópolis,MA,14.404,C,"A população de Davinópolis (MA) é 4,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3133758,-46.771623,-20.736886,Itaú de Minas,MG,14.406,C,"A população de Itaú de Minas (MG) é 4,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1304260,-65.41079,-3.165656,Uarini,AM,14.431,C,"A população de Uarini (AM) é 4,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2917409,-42.322286,-14.784849,Jacaraci,BA,14.436,C,"A população de Jacaraci (BA) é 4,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3521309,-48.06649,-20.417483,Ipuã,SP,14.454,C,"A população de Ipuã (SP) é 4,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2507309,-35.268281,-6.595755,Jacaraú,PB,14.477,C,"A população de Jacaraú (PB) é 4,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4101705,-52.576575,-23.955065,Araruna,PR,14.485,C,"A população de Araruna (PR) é 4,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3541208,-51.620342,-22.107273,Presidente Bernardes,SP,14.490,C,"A população de Presidente Bernardes (SP) é 4,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2900405,-38.710466,-11.823178,Água Fria,BA,14.497,C,"A população de Água Fria (BA) é 4,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4321402,-53.764096,-27.37259,Tenente Portela,RS,14.497,C,"A população de Tenente Portela (RS) é 4,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3536307,-47.289415,-20.704206,Patrocínio Paulista,SP,14.512,C,"A população de Patrocínio Paulista (SP) é 4,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4121505,-50.620925,-25.658531,Rebouças,PR,14.514,C,"A população de Rebouças (PR) é 4,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5007935,-54.432389,-17.64864,Sonora,MS,14.516,C,"A população de Sonora (MS) é 4,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2802304,-37.589884,-10.522485,Frei Paulo,SE,14.530,C,"A população de Frei Paulo (SE) é 4,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3155504,-46.29892,-19.240005,Rio Paranaíba,MG,14.532,C,"A população de Rio Paranaíba (MG) é 4,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3107802,-42.351041,-19.742309,Bom Jesus do Galho,MG,14.536,C,"A população de Bom Jesus do Galho (MG) é 4,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3127008,-49.158865,-20.228532,Fronteira,MG,14.540,C,"A população de Fronteira (MG) é 4,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3538105,-48.911629,-21.209819,Pindorama,SP,14.542,C,"A população de Pindorama (SP) é 4,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2302057,-41.173639,-2.970625,Barroquinha,CE,14.567,C,"A população de Barroquinha (CE) é 4,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3551900,-48.793763,-20.79314,Severínia,SP,14.576,C,"A população de Severínia (SP) é 4,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3145000,-47.706874,-19.261203,Nova Ponte,MG,14.598,C,"A população de Nova Ponte (MG) é 4,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4301107,-51.751961,-30.192916,Arroio dos Ratos,RS,14.601,C,"A população de Arroio dos Ratos (RS) é 4,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3300902,-41.914652,-21.496917,Cambuci,RJ,14.616,C,"A população de Cambuci (RJ) é 4,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2516706,-37.240325,-7.245539,Teixeira,PB,14.631,C,"A população de Teixeira (PB) é 4,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3155702,-43.149201,-19.970815,Rio Piracicaba,MG,14.631,C,"A população de Rio Piracicaba (MG) é 4,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2913002,-42.282694,-12.575885,Ibitiara,BA,14.637,C,"A população de Ibitiara (BA) é 4,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4104600,-53.592837,-25.469521,Capitão Leônidas Marques,PR,14.648,C,"A população de Capitão Leônidas Marques (PR) é 4,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3112604,-49.581589,-18.687229,Capinópolis,MG,14.655,C,"A população de Capinópolis (MG) é 4,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2504801,-37.975307,-7.050476,Coremas,PB,14.683,C,"A população de Coremas (PB) é 4,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4321105,-51.441311,-30.663819,Tapes,RS,14.695,C,"A população de Tapes (RS) é 4,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2111763,-47.144356,-5.388541,Senador La Rocque,MA,14.700,C,"A população de Senador La Rocque (MA) é 4,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2615706,-38.066629,-7.849854,Triunfo,PE,14.705,C,"A população de Triunfo (PE) é 4,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3168408,-41.901917,-19.301466,Tarumirim,MG,14.709,C,"A população de Tarumirim (MG) é 4,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2924504,-42.678568,-14.471618,Pindaí,BA,14.731,C,"A população de Pindaí (BA) é 4,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3123908,-44.094823,-20.705156,Entre Rios de Minas,MG,14.746,C,"A população de Entre Rios de Minas (MG) é 4,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5214002,-50.587487,-14.842915,Mozarlândia,GO,14.750,C,"A população de Mozarlândia (GO) é 4,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2105906,-44.882058,-3.989454,Lago Verde,MA,14.769,C,"A população de Lago Verde (MA) é 4,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3552700,-48.62906,-21.712522,Tabatinga,SP,14.769,C,"A população de Tabatinga (SP) é 4,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2930766,-38.151627,-10.329729,Sítio do Quinto,BA,14.773,C,"A população de Sítio do Quinto (BA) é 4,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3133006,-44.757687,-22.289272,Itamonte,MG,14.786,C,"A população de Itamonte (MG) é 4,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5101258,-58.459103,-15.253016,Araputanga,MT,14.786,C,"A população de Araputanga (MT) é 4,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2904704,-39.269578,-14.996443,Buerarema,BA,14.804,C,"A população de Buerarema (BA) é 4,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3108404,-46.419447,-21.636374,Botelhos,MG,14.828,C,"A população de Botelhos (MG) é 4,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4102802,-51.235773,-23.005054,Bela Vista do Paraíso,PR,14.833,C,"A população de Bela Vista do Paraíso (PR) é 4,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4127304,-52.681652,-22.729412,Terra Rica,PR,14.842,C,"A população de Terra Rica (PR) é 4,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1100940,-62.565336,-9.171094,Cujubim,RO,14.863,C,"A população de Cujubim (RO) é 4,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3534906,-51.274214,-21.495566,Pacaembu,SP,14.877,C,"A população de Pacaembu (SP) é 4,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3553955,-50.601408,-22.763483,Tarumã,SP,14.882,C,"A população de Tarumã (SP) é 4,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1507409,-47.746844,-1.206,São Francisco do Pará,PA,14.894,C,"A população de São Francisco do Pará (PA) é 4,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5107305,-56.808188,-13.551234,São José do Rio Claro,MT,14.911,C,"A população de São José do Rio Claro (MT) é 4,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
